energies,initx,inity,initz,tot_dist,dEdx,beta_gamma
0.133577,87.3048,-134.148,67.8637,985.697,0.019082,0.768857
1999.46,1061.32,98.6844,599.392,1042.17,0.000192173,19.8987
1999.38,-898.08,574.163,-873.443,1174.56,0.000192172,19.898
1999.42,821.887,678.68,-195.326,923.42,0.000192173,19.8984
1999.44,155.51,-1054.52,686.928,1080.66,0.000192173,19.8985
1999.42,-541.931,-917.831,540.147,1018.47,0.000192173,19.8983
1999.53,1013.45,-330.11,258.416,934.614,0.000192174,19.8993
1999.25,-759.989,747.397,856.047,1165.3,0.000192171,19.8968
1999.22,-516.77,932.226,598.876,1041.93,0.00019217,19.8964
1999.4,1060.72,-104.745,527.954,1013.63,0.000192172,19.8981
1999.38,961.005,461.008,-54.1827,909.432,0.000192172,19.8979
1998.98,-665.317,-832.796,963.978,1224.86,0.000192167,19.8942
1999.51,-992.434,-388.946,-349.499,955.904,0.000192174,19.8992
1999.25,-891.013,-585.04,-644.173,1061.38,0.000192171,19.8967
1999.42,-52.0295,1064.66,-493.778,1001.11,0.000192172,19.8983
1999.53,653.712,841.861,-122.456,914.245,0.000192174,19.8994
1999.33,-231.812,-1040.38,647.221,1062.71,0.000192171,19.8974
1999.07,-1056.05,-144.711,-740.026,1106,0.000192169,19.895
1999.31,-828.936,670.033,-756.146,1113.84,0.000192171,19.8973
1999.45,1036.69,247.939,-419.793,976.26,0.000192173,19.8986
1999.53,334.795,1011.97,536.3,1016.85,0.000192174,19.8994
1999.37,-1043.96,-215.183,-811.788,1141.87,0.000192172,19.8978
1999.31,-143.462,-1056.17,-603.857,1043.97,0.000192171,19.8973
1999.32,-982.032,414.343,-580.767,1034.47,0.000192171,19.8974
1999.51,-890.52,585.702,-375.771,963.081,0.000192174,19.8992
1999.43,-400.628,987.743,152.823,917.578,0.000192173,19.8984
1999.76,-971.964,-384.889,1100.12,1289.09,0.000192176,19.9015
1999.45,1024.55,294.167,-174.6,920.389,0.000192173,19.8986
1999.42,-417.639,980.642,-786.245,1128.96,0.000192173,19.8983
1999.72,-1011.82,-335.297,-1005.04,1248.76,0.000192176,19.9012
1999.4,1019.48,311.069,-319.726,948.299,0.000192172,19.8982
1999.33,1014.63,-326.527,-794.083,1132.97,0.000192171,19.8974
1999.46,-1004.44,356.689,-455.805,987.888,0.000192173,19.8987
1999.44,735.091,-771.933,-203.246,924.643,0.000192173,19.8985
1999.56,388.127,992.729,187.404,922.225,0.000192174,19.8996
1999.34,586.802,889.799,736.003,1103.89,0.000192172,19.8976
1999.44,-1045.95,-205.155,-566.319,1028.65,0.000192173,19.8985
